time,seconds_elapsed,z,y,x
1772738873672193500,0.110193603515625,0.09086353331804276,-0.43324342370033264,-0.23273280262947083
1772738873691059200,0.12905908203125,-0.0032069480512291193,-0.46699273586273193,-0.1629435122013092
1772738873709924900,0.1479248046875,0.011453386396169662,-0.2086043357849121,0.0590994730591774
1772738873728790800,0.166790771484375,0.018783552572131157,0.09834641218185425,0.22127941250801086
1772738873747656400,0.185656494140625,0.013133215717971325,0.14797775447368622,0.2373141646385193
1772738873766522000,0.204522216796875,0.06520794332027435,0.111021488904953,0.17867282032966614
1772738873785387800,0.2233876953125,0.09498675167560577,0.28755635023117065,0.16217994689941406
1772738873804253400,0.24225341796875,0.27029991149902344,0.5305208563804626,0.2279987335205078
1772738873823106000,0.26110595703125,0.7464553713798523,0.7649334669113159,0.07513421028852463
1772738873841984800,0.27998486328125,0.8295305967330933,1.431673288345337,-0.21501824259757996
1772738873860850400,0.298850341796875,-0.004275931045413017,0.9845330715179443,-0.46073153614997864
1772738873879716000,0.317716064453125,-0.7052231431007385,0.6490252017974854,-0.540905237197876
1772738873898581800,0.336581787109375,-0.6641436815261841,0.46607646346092224,-0.7281299233436584
1772738873917447400,0.355447509765625,-0.6630746722221375,-0.21501824259757996,-0.6994200944900513
1772738873936313000,0.37431298828125,-0.5763344168663025,-0.2748812735080719,-0.43202173709869385
1772738873955178800,0.3931787109375,-0.2820587158203125,0.5125008225440979,-0.22845686972141266
1772738873974044700,0.412044677734375,0.16966283321380615,0.6995728015899658,-0.10109522193670273
1772738873992910300,0.430910400390625,0.3643703758716583,-0.08429691940546036,0.09009996801614761
1772738874011776000,0.44977587890625,0.5346440672874451,-0.4312581717967987,0.30404922366142273
1772738874030641700,0.4686416015625,0.5170822143554688,-0.6922426819801331,0.3500154912471771
1772738874049494000,0.487493896484375,0.2848075330257416,-0.35230615735054016,0.18737739324569702
1772738874068373000,0.506373046875,0.09575030952692032,0.18035265803337097,-0.0022906772792339325
1772738874087238700,0.52523876953125,-0.1713426560163498,0.21898874640464783,0.01695101149380207
1772738874106104300,0.544104248046875,-0.5143333673477173,0.5187620520591736,0.01847812905907631
1772738874124970000,0.562969970703125,-0.30985227227211,0.6479562520980835,0.07666133344173431
1772738874143835600,0.581835693359375,-0.09376505762338638,0.17241163551807404,-0.08200624585151672
1772738874162688300,0.600688232421875,0.1360662281513214,-0.014965757727622986,-0.3217637836933136
1772738874181567000,0.61956689453125,0.12873606383800507,0.6238277554512024,-0.6354338526725769
1772738874200432600,0.6384326171875,0.2980934679508209,1.054322361946106,-0.5303681492805481
1772738874219285200,0.65728515625,0.349251925945282,1.1731321811676025,-0.29565006494522095
1772738874238164200,0.676164306640625,0.1823379099369049,0.617719292640686,-0.04871506989002228
1772738874257030000,0.69502978515625,0.23120568692684174,0.21883602440357208,0.10521844029426575
1772738874275895600,0.7138955078125,0.2351761907339096,0.26663482189178467,0.08490777015686035
1772738874294761200,0.73276123046875,0.18966807425022125,0.19379130005836487,0.22998400032520294
1772738874313627000,0.751626953125,0.0844496339559555,-0.12339114397764206,0.4088095426559448
1772738874332479200,0.770479248046875,0.055892523378133774,-0.4243861436843872,0.4818057715892792
1772738874351358200,0.789358154296875,-0.009773556143045425,-0.48760882019996643,0.31137940287590027
1772738874370223900,0.808223876953125,-0.22540263831615448,-0.14935214817523956,0.19623468816280365
1772738874389076500,0.827076416015625,-0.266176700592041,-0.1188097894191742,0.39078953862190247
1772738874407955200,0.845955078125,0.05238015204668045,-0.09987352788448334,0.4414898455142975
1772738874426820900,0.86482080078125,0.4243861436843872,0.037108972668647766,0.06551336497068405
1772738874445686500,0.8836865234375,0.5497625470161438,0.2351761907339096,-0.3849864900112152
1772738874464552200,0.90255224609375,0.37765631079673767,0.130721315741539,-0.6038225293159485
1772738874483417900,0.92141796875,0.2298312783241272,-0.05497625470161438,-0.6646018028259277
1772738874502283500,0.940283447265625,0.08918370306491852,-0.2426590770483017,-0.636350154876709
1772738874521149200,0.959149169921875,0.07070557028055191,-0.13805148005485535,-0.5714476108551025
1772738874540015000,0.97801513671875,0.13438639044761658,0.04199574887752533,-0.5551074743270874
1772738874558880800,0.996880859375,0.06429167091846466,0.03787253051996231,-0.5118899941444397
1772738874577746400,1.015746337890625,-0.055739812552928925,0.08612946420907974,-0.4760027229785919
1772738874596612000,1.034612060546875,-0.0794101431965828,0.4359922409057617,-0.4422534108161926
1772738874615477800,1.053477783203125,0.014202198944985867,0.841747522354126,-0.2811424434185028
1772738874634343400,1.072343505859375,-0.027946261689066887,0.9092461466789246,-0.13484452664852142
1772738874653209000,1.091208984375,-0.16370706260204315,0.5497625470161438,-0.11300674080848694
1772738874672074800,1.11007470703125,-0.17149536311626434,0.16660858690738678,-0.060932014137506485
1772738874690940400,1.1289404296875,-0.10582929104566574,-0.01817270554602146,-0.12155860662460327
1772738874709806000,1.14780615234375,-0.06322269141674042,-0.07375980913639069,-0.22662433981895447
1772738874728671700,1.166671630859375,-0.11667182296514511,-0.24281178414821625,-0.2689255177974701
1772738874747537400,1.185537353515625,-0.14736689627170563,-0.2730487287044525,-0.22998400032520294
1772738874766403300,1.2044033203125,-0.0459662564098835,-0.12888877093791962,-0.2286095917224884
1772738874785269000,1.22326904296875,0.11300674080848694,-0.08002099394798279,-0.20142687857151031
1772738874804134700,1.242134765625,0.11529742181301117,-0.1172826737165451,-0.07666133344173431
1772738874823000300,1.261000244140625,-0.012369656935334206,-0.17974179983139038,0.14186927676200867
1772738874841866000,1.279865966796875,-0.09086353331804276,-0.14645062386989594,0.4679090082645416
1772738874860731600,1.298731689453125,0.08551861345767975,-0.3461976945400238,0.8309049606323242
1772738874879597300,1.317597412109375,0.3555130958557129,-0.9200887084007263,0.9086353182792664
1772738874898450000,1.336449951171875,0.4587462842464447,-1.270104169845581,0.6513158679008484
1772738874917328600,1.35532861328125,0.1901262104511261,-0.626882016658783,0.44515493512153625
1772738874936194300,1.3741943359375,-0.1966928243637085,0.8477032780647278,0.26159533858299255
1772738874955047000,1.393046875,-0.27472856640815735,2.009840250015259,-0.3107685446739197
1772738874973925600,1.411925537109375,-0.03665083646774292,1.5049749612808228,-0.4237752854824066
1772738874992791600,1.43079150390625,-0.08353336155414581,0.1107160672545433,-0.3408527672290802
1772738875011644000,1.449643798828125,-0.2554868757724762,-0.8493831157684326,-0.3733803927898407
1772738875030523000,1.46852294921875,-0.2867927849292755,-1.3401988744735718,-0.3436015844345093
1772738875049388500,1.487388427734375,0.04550812020897865,-1.042868971824646,-0.2777827978134155
1772738875068241200,1.5062412109375,0.25808295607566833,-0.19623468816280365,-0.1823379099369049
1772738875087120000,1.525119873046875,-0.10369132459163666,0.5418215394020081,0.21929416060447693
1772738875105985500,1.543985595703125,-0.6277982592582703,1.0767710208892822,0.8023478984832764
1772738875124838100,1.562838134765625,-0.8104416131973267,1.3664653301239014,1.1219737529754639
1772738875143716900,1.581716796875,-0.7058340311050415,2.3962011337280273,0.8625163435935974
1772738875162582500,1.60058251953125,-0.6739172339439392,3.062940835952759,0.22219568490982056
1772738875181435100,1.61943505859375,-0.8495358228683472,2.438349485397339,-0.5152496695518494
1772738875200313900,1.63831396484375,-0.9216157793998718,1.3902883529663086,-1.0538642406463623
